id,name,email,role,level,assignedRegion,jurisdiction,designation,departmentId,parentId,contactNumber,officeAddress,createdAt,updatedAt,isActive,blockJurisdiction,panchayatArea,wardNumber,specialization,fieldArea,panchayatDetails,gramSabhaArea,villageCount,panchayatWorkers,panchayatOfficers
cm7258zi40028u64gvck22cnf,Manoj Kumar,manoj.kumar.ofie@up.gov.in,FIELD_WORKER,OPERATIONAL,Lucknow East,Eastern Lucknow Sector,Field Supervisor,,cm7258zly002iu64gk8rwlsk3,0522-2657123,"Field Office, Indira Nagar, Lucknow",2025-02-12 16:47:16.156,2025-02-12 16:48:41.488,true,,,,Field Operations,Indira Nagar Sector,,,,,
cm7258zif0029u64g7cd1vrxh,Dr. Sanjay Singh,dr.sanjay.singh.tadm@up.gov.in,ADMINISTRATOR,TOP,Uttar Pradesh,State Health Administration,Principal Secretary Health,,,0522-2238876,"Lok Bhawan, Lucknow",2025-02-12 16:47:16.167,2025-02-12 16:48:39.82,true,,,,Health Administration,,,,,,
cm7258zip002au64gs7018a2d,Ritu Maheshwari,ritu.maheshwari.tcom@up.gov.in,COMMISSIONER,TOP,Meerut Division,"Meerut, Baghpat, Ghaziabad, Bulandshahr",Divisional Commissioner,,cm7258znu002nu64g1dw30r0g,0121-2645678,"Commissioner Office, Meerut",2025-02-12 16:47:16.177,2025-02-12 16:48:40.269,true,,,,,,,,,,
cm7258zj5002bu64g4sfud2hl,Selva Kumari J,selva.kumari.j.tdis@up.gov.in,DISTRICT_MAGISTRATE,TOP,Ghaziabad,Ghaziabad District,District Magistrate,,cm7258zo8002ou64g8c7dmdjq,0120-2790771,"Collectorate, Ghaziabad",2025-02-12 16:47:16.193,2025-02-12 16:48:41.387,true,,,,,,,,,,
cm7258zjf002cu64gpy3s9ks2,Surendra Singh,surendra.singh.opan@up.gov.in,PANCHAYAT_OFFICER,OPERATIONAL,Modinagar,Modinagar Block,Gram Panchayat Officer,,,0121-2675432,"Panchayat Office, Modinagar",2025-02-12 16:47:16.204,2025-02-12 16:47:16.204,true,,Modinagar,,,,"{""mainOccupation"":""Industry"",""totalPopulation"":30000}",Modinagar Area,15,"{""categories"":[""Sanitation"",""Development""],""totalWorkers"":20}","{""secretary"":""Amit Kumar"",""assistants"":4}"
cm7258zjt002du64gnm3l167i,Yogesh Kumar,yogesh.kumar.mblo@up.gov.in,BLOCK_OFFICER,MID,Meerut Sadar,Meerut Sadar Block,Block Development Officer,,cm7258zdg001uu64gd1zi1di2,0121-2678543,"Block Office, Meerut Sadar",2025-02-12 16:47:16.217,2025-02-12 16:48:40.081,true,Meerut Sadar Block,,,,,,,,,
cm7258zk9002eu64gxrzxfho5,Dr. Prerna Singh,dr.prerna.singh.odep@up.gov.in,DEPARTMENT_OFFICER,OPERATIONAL,Lucknow,Lucknow Medical Zone,Chief Medical Officer,,cm7258zgp0024u64gtr92nqf5,0522-2616102,"CMO Office, Lalbagh, Lucknow",2025-02-12 16:47:16.233,2025-02-12 16:48:41.146,true,,,,Public Health,,,,,,
cm7258zkl002fu64gzl2yco4v,Dr. Archana Sharma,dr.archana.sharma.odep@up.gov.in,DEPARTMENT_OFFICER,OPERATIONAL,Lucknow,District Education Department,District Education Officer,,cm7258zgp0024u64gtr92nqf5,0522-2625789,"DEO Office, Hazratganj, Lucknow",2025-02-12 16:47:16.245,2025-02-12 16:48:41.158,true,,,,Education Administration,,,,,,
cm7258zkz002gu64gj13it4a1,Vikas Pandey,vikas.pandey.tdis@up.gov.in,DISTRICT_MAGISTRATE,TOP,Varanasi,Varanasi District,District Magistrate,,cm7258zo8002ou64g8c7dmdjq,0542-2509999,"Collectorate, Varanasi",2025-02-12 16:47:16.259,2025-02-12 16:48:41.4,true,,,,,,,,,,
cm7258zlm002hu64gnna73p9m,Rahul Sharma,rahul.sharma.tcom@up.gov.in,COMMISSIONER,TOP,Agra Division,"Agra, Firozabad, Mathura, Mainpuri",Divisional Commissioner,,cm7258znu002nu64g1dw30r0g,0562-2601234,"Commissioner Office, Agra",2025-02-12 16:47:16.282,2025-02-12 16:48:40.281,true,,,,,,,,,,
cm7258zly002iu64gk8rwlsk3,Arun Singh,arun.singh.mblo@up.gov.in,BLOCK_OFFICER,MID,Barabanki,Barabanki Block,Block Development Officer,,cm7258zdg001uu64gd1zi1di2,05248-220011,"Block Office, Barabanki",2025-02-12 16:47:16.294,2025-02-12 16:48:40.091,true,Barabanki,,,,,,,,,
cm7258zm9002ju64g2amh2t4c,Meena Kumari,meena.kumari.opan@up.gov.in,PANCHAYAT_OFFICER,OPERATIONAL,Sitapur,Sitapur Panchayat,Gram Panchayat Officer,,,05862-262121,"Panchayat Bhawan, Sitapur",2025-02-12 16:47:16.305,2025-02-12 16:47:16.305,true,,Sitapur,,,,"{""mainOccupation"":""Agriculture"",""totalPopulation"":28000}",Sitapur Area,10,"{""categories"":[""MGNREGA"",""Health""],""totalWorkers"":18}","{""secretary"":""Sunil Mishra"",""assistants"":5}"
cm7258zmp002ku64g4dpy094g,Neeraj Kumar,neeraj.kumar.mnag@up.gov.in,NAGAR_SEVAK,MID,Kanpur,Kanpur Zone,Municipal Corporator,,cm7258ypg0004u64gzugfyzhg,0512-2546789,"Municipal Office, Kanpur",2025-02-12 16:47:16.321,2025-02-12 16:48:41.614,true,,,Ward 42,Urban Development,,,,,,
cm7258zn5002lu64gyb73en41,Dr. Sunita Verma,dr.sunita.verma.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Uttar Pradesh,State Agriculture Services,Director General Agriculture,,cm7258zo8002ou64g8c7dmdjq,0522-2200199,"Agriculture Bhawan, Lucknow",2025-02-12 16:47:16.337,2025-02-12 16:48:40.502,true,,,,Agriculture Development,,,,,,
cm7258znj002mu64gjmxwaf48,Rakesh Yadav,rakesh.yadav.ofie@up.gov.in,FIELD_WORKER,OPERATIONAL,Allahabad,Allahabad Rural Sector,Field Supervisor,,cm7258zly002iu64gk8rwlsk3,0532-2409876,"Field Office, Prayagraj",2025-02-12 16:47:16.351,2025-02-12 16:48:41.5,true,,,,Field Operations,Naini Sector,,,,,
cm7258znu002nu64g1dw30r0g,Dr. Rajesh Tiwari,dr.rajesh.tiwari.tadm@up.gov.in,ADMINISTRATOR,TOP,Uttar Pradesh,State Transport Administration,Principal Secretary Transport,,,0522-2234576,"Lok Bhawan, Lucknow",2025-02-12 16:47:16.361,2025-02-12 16:48:39.834,true,,,,Transport Administration,,,,,,
cm7258zo8002ou64g8c7dmdjq,Alok Kumar Singh,alok.kumar.singh.tcom@up.gov.in,COMMISSIONER,TOP,Bareilly Division,"Bareilly, Badaun, Pilibhit",Divisional Commissioner,,cm7258znu002nu64g1dw30r0g,0581-2526789,"Commissioner Office, Bareilly",2025-02-12 16:47:16.376,2025-02-12 16:48:40.297,true,,,,,,,,,,
cm7258zom002pu64gh59wit69,Anjali Sinha,anjali.sinha.tdis@up.gov.in,DISTRICT_MAGISTRATE,TOP,Moradabad,Moradabad District,District Magistrate,,cm7258zo8002ou64g8c7dmdjq,0591-2412567,"Collectorate, Moradabad",2025-02-12 16:47:16.39,2025-02-12 16:48:41.412,true,,,,,,,,,,
cm7258zox002qu64gdgma3m19,Manish Gupta,manish.gupta.opan@up.gov.in,PANCHAYAT_OFFICER,OPERATIONAL,Aligarh,Aligarh Block,Gram Panchayat Officer,,,0571-2751234,"Panchayat Office, Aligarh",2025-02-12 16:47:16.402,2025-02-12 16:47:16.402,true,,Aligarh,,,,"{""mainOccupation"":""Handicrafts"",""totalPopulation"":22000}",Aligarh Area,8,"{""categories"":[""Sanitation"",""Infrastructure""],""totalWorkers"":12}","{""secretary"":""Amit Sharma"",""assistants"":3}"
cm7258zpa002ru64gd0hooplx,Shri V. K. Singh,shri.v.k.singh.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Lucknow,UP Jal Nigam,Department Head,,cm7258zo8002ou64g8c7dmdjq,0522-XXX-XXXX,"Office Address, Lucknow",2025-02-12 16:47:16.414,2025-02-12 16:48:40.516,true,,,,,,,,,,
cm7258zpr002su64g8zkuxzgw,Dr. Arvind Kumar,dr.arvind.kumar.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Lucknow,UP Power Corporation Ltd.,Department Head,,cm7258zo8002ou64g8c7dmdjq,0522-XXX-XXXX,"Office Address, Lucknow",2025-02-12 16:47:16.43,2025-02-12 16:48:40.534,true,,,,,,,,,,
cm7258zq6002tu64gipf8t8b6,Shri Rajesh Sharma,shri.rajesh.sharma.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Kanpur,Municipal Corporation,Department Head,,cm7258zo8002ou64g8c7dmdjq,0512-XXX-XXXX,"Office Address, Kanpur",2025-02-12 16:47:16.446,2025-02-12 16:48:40.545,true,,,,,,,,,,
cm7258zql002uu64glvgdgg0j,Shri S. K. Verma,shri.s.k.verma.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Varanasi,Public Works Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0542-XXX-XXXX,"Office Address, Varanasi",2025-02-12 16:47:16.461,2025-02-12 16:48:40.559,true,,,,,,,,,,
cm7258zqy002vu64g5guex098,Shri Rakesh Yadav,shri.rakesh.yadav.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Prayagraj,State Transport Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0532-XXX-XXXX,"Office Address, Prayagraj",2025-02-12 16:47:16.474,2025-02-12 16:48:40.573,true,,,,,,,,,,
cm7258zrc002wu64gwjclntdz,Dr. Sanjay Gupta,dr.sanjay.gupta.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Lucknow,Health Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0522-XXX-XXXX,"Office Address, Lucknow",2025-02-12 16:47:16.488,2025-02-12 16:48:40.594,true,,,,,,,,,,
cm7258zrp002xu64gaexu8api,Shri Anil Kumar,shri.anil.kumar.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Meerut,Police Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0121-XXX-XXXX,"Office Address, Meerut",2025-02-12 16:47:16.501,2025-02-12 16:48:40.609,true,,,,,,,,,,
cm7258zs8002yu64gkyzuii00,Shri Mohit Singh,shri.mohit.singh.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Agra,Education Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0562-XXX-XXXX,"Office Address, Agra",2025-02-12 16:47:16.52,2025-02-12 16:48:40.624,true,,,,,,,,,,
cm7258zsn002zu64g6uiqpez4,Shri Deepak Tiwari,shri.deepak.tiwari.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Noida,Water Supply Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0120-XXX-XXXX,"Office Address, Noida",2025-02-12 16:47:16.536,2025-02-12 16:48:40.638,true,,,,,,,,,,
cm7258zsz0030u64gfqx73pkd,Shri Alok Verma,shri.alok.verma.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Ghaziabad,Electricity Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0120-XXX-XXXX,"Office Address, Ghaziabad",2025-02-12 16:47:16.548,2025-02-12 16:48:40.65,true,,,,,,,,,,
cm7258zta0031u64guz3608mn,Shri Pankaj Kumar,shri.pankaj.kumar.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Bareilly,Sanitation Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0581-XXX-XXXX,"Office Address, Bareilly",2025-02-12 16:47:16.558,2025-02-12 16:48:40.666,true,,,,,,,,,,
cm7258ztm0032u64gg3lumcc3,Shri Yashwant Chauhan,shri.yashwant.chauhan.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Lucknow,UP Police Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0522-XXX-XXXX,"Office Address, Lucknow",2025-02-12 16:47:16.57,2025-02-12 16:48:40.677,true,,,,,,,,,,
cm7258zty0033u64gmunazef3,Shri Vinod Sharma,shri.vinod.sharma.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Kanpur,Transport Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0512-XXX-XXXX,"Office Address, Kanpur",2025-02-12 16:47:16.583,2025-02-12 16:48:40.692,true,,,,,,,,,,
cm7258zu80034u64gzkicj7tb,Shri Suresh Pandey,shri.suresh.pandey.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Varanasi,Traffic Police Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0542-XXX-XXXX,"Office Address, Varanasi",2025-02-12 16:47:16.593,2025-02-12 16:48:40.707,true,,,,,,,,,,
cm7258zum0035u64gmg0nski9,Shri Om Prakash,shri.om.prakash.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Lucknow,Anti-Corruption Bureau,Department Head,,cm7258zo8002ou64g8c7dmdjq,0522-XXX-XXXX,"Office Address, Lucknow",2025-02-12 16:47:16.606,2025-02-12 16:48:40.718,true,,,,,,,,,,
cm7258zux0036u64gck1e5544,Shri Uday Pratap,shri.uday.pratap.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Kanpur,Road Safety Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0512-XXX-XXXX,"Office Address, Kanpur",2025-02-12 16:47:16.617,2025-02-12 16:48:40.74,true,,,,,,,,,,
cm7258zv60037u64gf5lkusmj,Shri Rajiv Saxena,shri.rajiv.saxena.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Ghaziabad,Water Quality Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0120-XXX-XXXX,"Office Address, Ghaziabad",2025-02-12 16:47:16.626,2025-02-12 16:48:40.73,true,,,,,,,,,,
cm7258zvn0038u64ghsgoxy3j,श्री संजय मिश्रा,..mdep@up.gov.in,DEPARTMENT_HEAD,MID,Lucknow,प्रशासन विभाग,Department Head,,cm7258zo8002ou64g8c7dmdjq,0522-XXX-XXXX,"Office Address, Lucknow",2025-02-12 16:47:16.643,2025-02-12 16:48:40.75,true,,,,,,,,,,
cm7258zxr003du64gsxx2fp0t,Dr. Anil Kumar,dr.anil.kumar.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Lucknow,स्वास्थ्य विभाग,Department Head,,cm7258zo8002ou64g8c7dmdjq,0522-XXX-XXXX,"Office Address, Lucknow",2025-02-12 16:47:16.719,2025-02-12 16:48:40.762,true,,,,,,,,,,
cm7258zy2003eu64gjdmo96k0,Shri Rajeev Mishra,shri.rajeev.mishra.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Meerut,पुलिस विभाग,Department Head,,cm7258zo8002ou64g8c7dmdjq,0121-XXX-XXXX,"Office Address, Meerut",2025-02-12 16:47:16.73,2025-02-12 16:48:40.773,true,,,,,,,,,,
cm7258zyb003fu64ggxrpcodl,Shri Pawan Tiwari,shri.pawan.tiwari.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Agra,शिक्षा विभाग,Department Head,,cm7258zo8002ou64g8c7dmdjq,0562-XXX-XXXX,"Office Address, Agra",2025-02-12 16:47:16.739,2025-02-12 16:48:40.786,true,,,,,,,,,,
cm7258zyo003gu64g552fl4vt,Shri Manoj Sharma,shri.manoj.sharma.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Kanpur,Employment Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0512-XXX-XXXX,"Office Address, Kanpur",2025-02-12 16:47:16.752,2025-02-12 16:48:40.797,true,,,,,,,,,,
cm7258zyy003hu64gmam80vrt,Shri Dinesh Gupta,shri.dinesh.gupta.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Lucknow,Consumer Affairs Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0522-XXX-XXXX,"Office Address, Lucknow",2025-02-12 16:47:16.763,2025-02-12 16:48:40.819,true,,,,,,,,,,
cm7258zzb003iu64gyzplakt3,Shri Arun Verma,shri.arun.verma.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Prayagraj,Food and Civil Supplies Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0532-XXX-XXXX,"Office Address, Prayagraj",2025-02-12 16:47:16.775,2025-02-12 16:48:40.832,true,,,,,,,,,,
cm7258zzr003ju64ga3aofb6p,Shri Sandeep Yadav,shri.sandeep.yadav.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Noida,Energy Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0120-XXX-XXXX,"Office Address, Noida",2025-02-12 16:47:16.792,2025-02-12 16:48:40.846,true,,,,,,,,,,
cm7259003003ku64glu1yojkf,Shri Vikas Chauhan,shri.vikas.chauhan.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Lucknow,Finance Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0522-XXX-XXXX,"Office Address, Lucknow",2025-02-12 16:47:16.803,2025-02-12 16:48:40.864,true,,,,,,,,,,
cm725900h003lu64gayhym6fq,Shri Surendra Pathak,shri.surendra.pathak.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Varanasi,Traffic Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0542-XXX-XXXX,"Office Address, Varanasi",2025-02-12 16:47:16.817,2025-02-12 16:48:40.875,true,,,,,,,,,,
cm725900p003mu64gt3kgxkln,Shri Nirmal Tiwari,shri.nirmal.tiwari.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Lucknow,Flood Control Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0522-XXX-XXXX,"Office Address, Lucknow",2025-02-12 16:47:16.826,2025-02-12 16:48:40.886,true,,,,,,,,,,
cm725901b003ou64gox1hjcst,Shri Anil Bansal,shri.anil.bansal.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Agra,Anti-Corruption Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0562-XXX-XXXX,"Office Address, Agra",2025-02-12 16:47:16.848,2025-02-12 16:48:40.905,true,,,,,,,,,,
cm725901m003pu64gnsx714mw,Shri Yogesh Kumar,shri.yogesh.kumar.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Lucknow,Street Lighting Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0522-XXX-XXXX,"Office Address, Lucknow",2025-02-12 16:47:16.858,2025-02-12 16:48:40.918,true,,,,,,,,,,
cm725901x003qu64gi8nu490s,Shri Prakash Yadav,shri.prakash.yadav.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Noida,Environment Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0120-XXX-XXXX,"Office Address, Noida",2025-02-12 16:47:16.869,2025-02-12 16:48:40.933,true,,,,,,,,,,
cm7259027003ru64gahog4oi6,Shri Amit Sharma,shri.amit.sharma.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Varanasi,Encroachment Control Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0542-XXX-XXXX,"Office Address, Varanasi",2025-02-12 16:47:16.879,2025-02-12 16:48:40.948,true,,,,,,,,,,
cm725902l003su64g0kdo1dm5,Shri Subhash Gupta,shri.subhash.gupta.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Lucknow,Internet Services Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0522-XXX-XXXX,"Office Address, Lucknow",2025-02-12 16:47:16.893,2025-02-12 16:48:40.961,true,,,,,,,,,,
cm7259031003tu64g5zv80cw5,Shri Ajay Pandey,shri.ajay.pandey.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Kanpur,Parks and Recreation Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0512-XXX-XXXX,"Office Address, Kanpur",2025-02-12 16:47:16.908,2025-02-12 16:48:40.973,true,,,,,,,,,,
cm725903g003uu64g4vjrhe23,Shri Arvind Tiwari,shri.arvind.tiwari.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Agra,Price Control Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0562-XXX-XXXX,"Office Address, Agra",2025-02-12 16:47:16.924,2025-02-12 16:48:40.988,true,,,,,,,,,,
cm725903q003vu64gz54a56bf,Shri Dharmendra Singh,shri.dharmendra.singh.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Lucknow,Agriculture Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0522-XXX-XXXX,"Office Address, Lucknow",2025-02-12 16:47:16.935,2025-02-12 16:48:41,true,,,,,,,,,,
cm72590700042u64gxxcypidp,Shri Vikram Singh,shri.vikram.singh.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Lucknow,UP Power Corporation,Department Head,,cm7258zo8002ou64g8c7dmdjq,0522-XXX-XXXX,"Office Address, Lucknow",2025-02-12 16:47:17.052,2025-02-12 16:48:41.016,true,,,,,,,,,,
cm725907e0043u64g7we8lv4z,Shri Sandeep Chauhan,shri.sandeep.chauhan.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Kanpur,Public Services Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0512-XXX-XXXX,"Office Address, Kanpur",2025-02-12 16:47:17.066,2025-02-12 16:48:41.031,true,,,,,,,,,,
cm725907r0044u64gq9o6h80z,Shri Rahul Yadav,shri.rahul.yadav.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Varanasi,Disaster Management Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0542-XXX-XXXX,"Office Address, Varanasi",2025-02-12 16:47:17.08,2025-02-12 16:48:41.042,true,,,,,,,,,,
cm72590810045u64gcp49urs7,Shri Ashish Sharma,shri.ashish.sharma.mdep@up.gov.in,DEPARTMENT_HEAD,MID,Lucknow,Pollution Control Department,Department Head,,cm7258zo8002ou64g8c7dmdjq,0522-XXX-XXXX,"Office Address, Lucknow",2025-02-12 16:47:17.089,2025-02-12 16:48:41.055,true,,,,,,,,,,
