id,email,name,age,gender,address,departmentId,rank,dateAssigned,contactNumber,aadharNumber,qualification,specialization
cm725dl8g002ou6t4gj4k5w7j,निधि.शर्मा23@gmail.com,निधि शर्मा,37,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dghl000du6h43wv647un,Chief Officer,2020-03-19 18:30:00,9413994073,666 9421 2733,PhD,Urban Planning
cm725dl8q002pu6t4u63eo0oz,संदीप.सिंह226@gmail.com,संदीप सिंह,26,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dghl000du6h43wv647un,Junior Officer,2024-10-13 18:30:00,9153438733,2441 7280 464,PhD,Urban Planning
cm725dl8z002qu6t4m2yxvqy4,शंकर.यादव951@gmail.com,शंकर यादव,50,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgiu000eu6h40hxar6vi,Technical Officer,2020-03-16 18:30:00,9810547522,8659 9936 6499,BTech,Infrastructure Management
cm725dl9g002ru6t4wfk8uuex,kavita.verma246@gmail.com,Kavita Verma,42,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgiu000eu6h40hxar6vi,Deputy Officer,2019-06-15 18:30:00,9665362149,3366 7110 6601,MSc,Public Administration
cm725dl9q002su6t4z0yvkxnw,vijay.verma148@gmail.com,Vijay Verma,33,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgiu000eu6h40hxar6vi,Executive Officer,2021-01-24 18:30:00,9468136060,6155 4651 3223,MSc,Public Administration
cm725dl9y002tu6t4qdhsafrp,komal.verma695@gmail.com,Komal Verma,51,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgiu000eu6h40hxar6vi,Assistant Officer,2021-05-10 18:30:00,9939243434,6726 6600 3338,BTech,Environmental Engineering
cm725dla6002uu6t4cduxu678,sandeep.verma86@gmail.com,Sandeep Verma,38,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgiu000eu6h40hxar6vi,Chief Officer,2023-02-15 18:30:00,9234528365,2013 5192 54,PhD,Urban Planning
cm725dlaf002vu6t49phs2vr7,गोपाल.प्रसाद405@gmail.com,गोपाल प्रसाद,36,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgiu000eu6h40hxar6vi,Senior Officer,2022-09-29 18:30:00,9616767802,3553 5075 5807,MTech,Civil Engineering
cm725dlao002wu6t484cf4ym4,suman.singh184@gmail.com,Suman Singh,46,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgiu000eu6h40hxar6vi,Associate Officer,2023-08-21 18:30:00,9738788474,9993 5005 2229,MTech,Civil Engineering
cm725dlaz002xu6t4a4mzqy9s,पंकज.शर्मा340@gmail.com,पंकज शर्मा,49,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgk6000fu6h4bwj5qyj4,Associate Officer,2023-10-24 18:30:00,9121750372,4298 2577 9240,MTech,Civil Engineering
cm725dlbc002yu6t4no0t9aid,neha.patel465@gmail.com,Neha Patel,50,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgk6000fu6h4bwj5qyj4,Assistant Officer,2024-01-21 18:30:00,9650204706,4862 6462 4811,BTech,Infrastructure Management
cm725dlbm002zu6t46fwtp1vt,brijesh.kumar491@gmail.com,Brijesh Kumar,36,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgk6000fu6h4bwj5qyj4,Chief Officer,2024-06-20 18:30:00,9559515624,6957 656 833,PhD,Urban Planning
cm725dlby0030u6t4k0dg5a91,amit.singh729@gmail.com,Amit Singh,38,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgk6000fu6h4bwj5qyj4,Senior Officer,2023-10-24 18:30:00,9378167788,1157 826 242,BTech,Infrastructure Management
cm725dlc60031u6t4v4kqtj52,amit.jaiswal170@gmail.com,Amit Jaiswal,34,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgk6000fu6h4bwj5qyj4,Deputy Officer,2024-05-09 18:30:00,9673666904,7535 4439 3383,BTech,Environmental Engineering
cm725dlcf0032u6t4me0404jz,सुनीता.वर्मा50@gmail.com,सुनीता वर्मा,47,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgk6000fu6h4bwj5qyj4,Technical Officer,2020-03-07 18:30:00,9629083842,3227 7238 3131,PhD,Urban Planning
cm725dlcp0033u6t42xhf40nm,sarika.rai381@gmail.com,Sarika Rai,57,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgk6000fu6h4bwj5qyj4,Junior Officer,2019-12-30 18:30:00,9681907026,5646 2079 2347,MTech,Civil Engineering
cm725dld40034u6t4ld6yugu7,ashok.kumar935@gmail.com,Ashok Kumar,41,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgli000gu6h4ldtj08z8,Head Officer,2020-04-11 18:30:00,9298005995,5840 105 1430,MTech,Civil Engineering
cm725dldj0035u6t49ijo2npd,manoj.verma621@gmail.com,Manoj Verma,49,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgli000gu6h4ldtj08z8,Senior Officer,2021-06-04 18:30:00,9225837762,391 9917 5657,BTech,Environmental Engineering
cm725dldw0036u6t4r78719qj,रवि.कुमार381@gmail.com,रवि कुमार,25,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgli000gu6h4ldtj08z8,Executive Officer,2021-03-11 18:30:00,9238015705,8750 9672 2210,MSc,Public Administration
cm725dled0037u6t4uws67ui1,कुमारी.रीतिका698@gmail.com,कुमारी रीतिका,47,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgli000gu6h4ldtj08z8,Junior Officer,2024-06-01 18:30:00,9822571481,4444 8758 7030,BTech,Infrastructure Management
cm725dleq0038u6t4wfpmv4i8,pankaj.kumar890@gmail.com,Pankaj Kumar,30,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgli000gu6h4ldtj08z8,Deputy Officer,2023-03-04 18:30:00,9690736253,1339 8799 1688,MSc,Public Administration
cm725dlf30039u6t4mytau4pz,dinesh.kumar317@gmail.com,Dinesh Kumar,47,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgli000gu6h4ldtj08z8,Technical Officer,2021-06-17 18:30:00,9831260800,1637 7749 9295,BTech,Infrastructure Management
cm725dlfd003au6t4dmkjbeew,नीलम.सिंह195@gmail.com,नीलम सिंह,38,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgli000gu6h4ldtj08z8,Principal Officer,2024-01-12 18:30:00,9925025891,4684 5067 6014,MSc,Public Administration
cm725dlfy003bu6t40qs3jjr8,jyoti.kumari236@gmail.com,Jyoti Kumari,40,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgpg000ru6h4pja8ts0a,Chief Officer,2020-05-12 18:30:00,9177586561,4319 9131 8132,MSc,Public Administration
cm725dlgg003cu6t47vdr7u1i,vikram.raj648@gmail.com,Vikram Raj,53,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgpg000ru6h4pja8ts0a,Executive Officer,2021-10-15 18:30:00,9750272223,5952 8351 9672,BTech,Environmental Engineering
cm725dlgo003du6t4obkz4bl1,deepika.sharma774@gmail.com,Deepika Sharma,55,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgpg000ru6h4pja8ts0a,Head Officer,2024-06-19 18:30:00,9508698378,6368 6493 7309,MTech,Civil Engineering
cm725dlh1003eu6t4n3j1an1v,manoj.tiwari579@gmail.com,Manoj Tiwari,42,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgpg000ru6h4pja8ts0a,Junior Officer,2021-02-26 18:30:00,9134122369,5944 2378 6507,MTech,Civil Engineering
cm725dlhb003fu6t4y9xqddln,suresh.gupta907@gmail.com,Suresh Gupta,52,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgpg000ru6h4pja8ts0a,Senior Officer,2024-07-05 18:30:00,9474858733,8139 8566 7132,BTech,Environmental Engineering
cm725dlhj003gu6t4dzra5d1s,sunil.kumar110@gmail.com,Sunil Kumar,34,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgpg000ru6h4pja8ts0a,Deputy Officer,2018-06-18 18:30:00,9720905350,398 3184 5665,BTech,Infrastructure Management
cm725dlhq003hu6t483u62tbo,रवींद्र.कुमार844@gmail.com,रवींद्र कुमार,26,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgpg000ru6h4pja8ts0a,Assistant Officer,2020-02-24 18:30:00,9856588252,3239 6583 5295,MSc,Public Administration
cm725dlib003iu6t46okrp232,meera.verma907@gmail.com,Meera Verma,56,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgqu000su6h4g27ffdzk,Senior Officer,2019-03-06 18:30:00,9319752593,2136 1657 6045,BTech,Infrastructure Management
cm725dlis003ju6t4b00rjaup,ram.singh405@gmail.com,Ram Singh,37,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgqu000su6h4g27ffdzk,Deputy Officer,2019-03-12 18:30:00,9425817033,7537 6288 7459,PhD,Urban Planning
cm725dlj7003ku6t4ac2h1bl2,poonam.agarwal80@gmail.com,Poonam Agarwal,43,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgqu000su6h4g27ffdzk,Executive Officer,2019-06-30 18:30:00,9392583963,6735 4703 867,BTech,Infrastructure Management
cm725dljk003lu6t4vs1tvk0r,नीरज.कुमार271@gmail.com,नीरज कुमार,48,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgqu000su6h4g27ffdzk,Junior Officer,2023-04-23 18:30:00,9309417346,8130 4684 2358,BTech,Infrastructure Management
cm725dljt003mu6t4igfwt4ws,rajesh.gupta398@gmail.com,Rajesh Gupta,54,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgqu000su6h4g27ffdzk,Associate Officer,2022-01-04 18:30:00,9401440304,4915 4493 4866,BTech,Infrastructure Management
cm725dlk1003nu6t4fpyft51n,मनीष.कुमार389@gmail.com,मनीष कुमार,41,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgqu000su6h4g27ffdzk,Technical Officer,2024-07-07 18:30:00,9303550911,8587 3594 2319,MTech,Civil Engineering
cm725dlkd003ou6t4lt6geavc,नीलम.सिंह983@gmail.com,नीलम सिंह,59,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgqu000su6h4g27ffdzk,Chief Officer,2022-09-07 18:30:00,9174569110,1596 7470 7947,BTech,Infrastructure Management
cm725dlkl003pu6t4npoq4t7g,आशा.वर्मा724@gmail.com,आशा वर्मा,45,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgse000tu6h4upm5zpn9,Executive Officer,2018-11-04 18:30:00,9424872249,5331 5733 6036,BTech,Infrastructure Management
cm725dlls003qu6t4b4iff0op,rajeev.mishra383@gmail.com,Rajeev Mishra,55,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgse000tu6h4upm5zpn9,Chief Officer,2022-03-10 18:30:00,9775113532,7483 7508 9217,PhD,Urban Planning
cm725dlmq003ru6t4cf0vjq0g,suresh.yadav497@gmail.com,Suresh Yadav,57,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgse000tu6h4upm5zpn9,Technical Officer,2020-05-23 18:30:00,9223228997,2256 5139 1268,PhD,Urban Planning
cm725dln3003su6t4ellmr5ar,sunita.devi571@gmail.com,Sunita Devi,27,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgse000tu6h4upm5zpn9,Head Officer,2024-02-19 18:30:00,9418905760,5092 1989 7997,BTech,Environmental Engineering
cm725dlnc003tu6t4rnu5cojz,simran.verma772@gmail.com,Simran Verma,48,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgse000tu6h4upm5zpn9,Junior Officer,2019-06-20 18:30:00,9450048298,1045 4230 1788,BTech,Infrastructure Management
cm725dlo3003uu6t4xqnmh5xf,किरण.कुमारी248@gmail.com,किरण कुमारी,55,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgse000tu6h4upm5zpn9,Assistant Officer,2018-04-24 18:30:00,9337669014,2200 7200 9290,MSc,Public Administration
cm725dloj003vu6t4mddvuisb,vikram.verma17@gmail.com,Vikram Verma,36,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgse000tu6h4upm5zpn9,Principal Officer,2019-10-15 18:30:00,9527905660,6194 4869 9973,MSc,Public Administration
cm725dlp2003wu6t48aoehhtk,rajeev.bhardwaj6@gmail.com,Rajeev Bhardwaj,30,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgto000uu6h4jaf7uft4,Head Officer,2018-09-03 18:30:00,9587813975,2011 9896 2904,BTech,Infrastructure Management
cm725dlpb003xu6t46wqnri2s,ब्रह्म.सिंह381@gmail.com,ब्रह्म सिंह,38,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgto000uu6h4jaf7uft4,Senior Officer,2023-09-19 18:30:00,9490719727,1385 9210 4931,BTech,Environmental Engineering
cm725dlpl003yu6t4dnj8jbvl,सारिका.सिंह463@gmail.com,सारिका सिंह,26,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgto000uu6h4jaf7uft4,Principal Officer,2021-05-11 18:30:00,9361681499,3404 8016 7932,MTech,Civil Engineering
cm725dlpu003zu6t44iejq1sh,komal.mishra416@gmail.com,Komal Mishra,41,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgto000uu6h4jaf7uft4,Junior Officer,2022-12-20 18:30:00,9197667122,9419 3051 215,BTech,Infrastructure Management
cm725dlq20040u6t4h64bwbl0,shivani.singh68@gmail.com,Shivani Singh,59,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgto000uu6h4jaf7uft4,Associate Officer,2023-10-03 18:30:00,9107864136,4788 6656 9070,MTech,Civil Engineering
cm725dlqg0041u6t4teu9b4kn,माया.शर्मा916@gmail.com,माया शर्मा,43,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgto000uu6h4jaf7uft4,Chief Officer,2021-11-04 18:30:00,9831645988,5174 9230 5242,MTech,Civil Engineering
cm725dlr60042u6t4rwzncazd,suraj.kumar187@gmail.com,Suraj Kumar,59,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgto000uu6h4jaf7uft4,Assistant Officer,2022-09-19 18:30:00,9343029174,5095 3323 9568,BTech,Infrastructure Management
cm725dlru0043u6t4a9bwo5la,vijay.sharma863@gmail.com,Vijay Sharma,54,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgv4000vu6h4pyaidp0c,Technical Officer,2023-08-25 18:30:00,9624617095,9839 3604 5241,MSc,Public Administration
cm725dlsa0044u6t4rw9gnp4p,anil.verma119@gmail.com,Anil Verma,58,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgv4000vu6h4pyaidp0c,Assistant Officer,2024-08-26 18:30:00,9327223567,6420 730 9590,MSc,Public Administration
cm725dlso0045u6t42g1o8ao6,alok.sharma866@gmail.com,Alok Sharma,56,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgv4000vu6h4pyaidp0c,Head Officer,2024-02-06 18:30:00,9892779796,2198 900 9153,BTech,Environmental Engineering
cm725dlsw0046u6t4wa5y4dut,गीता.देवी469@gmail.com,गीता देवी,32,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgv4000vu6h4pyaidp0c,Deputy Officer,2021-01-30 18:30:00,9976210701,9390 4640 8729,BTech,Environmental Engineering
cm725dlt50047u6t42ozlwrtf,ramesh.tiwari919@gmail.com,Ramesh Tiwari,44,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgv4000vu6h4pyaidp0c,Senior Officer,2024-08-16 18:30:00,9424313119,3984 2492 4818,PhD,Urban Planning
cm725dltd0048u6t4phchtobu,sunita.chaudhary312@gmail.com,Sunita Chaudhary,41,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgv4000vu6h4pyaidp0c,Principal Officer,2021-05-03 18:30:00,9900092797,168 1684 2820,PhD,Urban Planning
cm725dltl0049u6t4gn4z0y3p,aman.yadav331@gmail.com,Aman Yadav,32,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgv4000vu6h4pyaidp0c,Associate Officer,2021-11-05 18:30:00,9548609297,2112 6778 8774,BTech,Infrastructure Management
cm725dltt004au6t4oc8aa80d,karan.yadav895@gmail.com,Karan Yadav,37,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgwf000wu6h4xx4n22q9,Principal Officer,2023-05-18 18:30:00,9107524610,2351 3023 4418,MSc,Public Administration
cm725dlu0004bu6t4poozeiew,simran.kaur59@gmail.com,Simran Kaur,58,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgwf000wu6h4xx4n22q9,Head Officer,2018-12-10 18:30:00,9788536827,911 7007 38,BTech,Infrastructure Management
cm725dlu9004cu6t4in1ux7tj,pragya.yadav107@gmail.com,Pragya Yadav,33,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgwf000wu6h4xx4n22q9,Junior Officer,2022-12-20 18:30:00,9311980891,7257 3844 7940,BTech,Infrastructure Management
cm725dlui004du6t4qbdkouuj,काजल.सिंह692@gmail.com,काजल सिंह,39,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgwf000wu6h4xx4n22q9,Executive Officer,2024-12-14 18:30:00,9528608679,38 7865 7136,BTech,Environmental Engineering
cm725dlut004eu6t4qyqx5qp7,soniya.rani185@gmail.com,Soniya Rani,59,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgwf000wu6h4xx4n22q9,Senior Officer,2019-02-11 18:30:00,9169153139,934 2619 5261,PhD,Urban Planning
cm725dlv2004fu6t42q3omyr4,manoj.kumar752@gmail.com,Manoj Kumar,49,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgwf000wu6h4xx4n22q9,Chief Officer,2022-11-15 18:30:00,9363604150,9862 3092 7558,BTech,Environmental Engineering
cm725dlvd004gu6t4zbcx36tm,mohit.agrawal409@gmail.com,Mohit Agrawal,43,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgwf000wu6h4xx4n22q9,Associate Officer,2022-07-23 18:30:00,9235998201,1709 8738 1871,MSc,Public Administration
cm725dlvm004hu6t4ukm8362u,priya.kumari693@gmail.com,Priya Kumari,36,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgxt000xu6h4670vuanc,Senior Officer,2023-11-07 18:30:00,9721480512,2449 6233 4013,MTech,Civil Engineering
cm725dlvv004iu6t4v5wu6zi8,nikhil.sharma171@gmail.com,Nikhil Sharma,41,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgxt000xu6h4670vuanc,Assistant Officer,2020-08-16 18:30:00,9672018477,7385 9369 2936,MTech,Civil Engineering
cm725dlw4004ju6t47w36w1qe,मनीषा.चौहान788@gmail.com,मनीषा चौहान,38,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgxt000xu6h4670vuanc,Head Officer,2018-01-02 18:30:00,9425477551,7339 181 9898,PhD,Urban Planning
cm725dlwc004ku6t47fryjv9p,करण.कुमार539@gmail.com,करण कुमार,54,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgxt000xu6h4670vuanc,Chief Officer,2018-05-09 18:30:00,9581591448,3890 6125 1436,MSc,Public Administration
cm725dlwo004lu6t4it8svqm9,राजेश.कुमार469@gmail.com,राजेश कुमार,26,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgxt000xu6h4670vuanc,Junior Officer,2019-06-09 18:30:00,9672556941,8323 851 6756,BTech,Environmental Engineering
cm725dlwy004mu6t4a9b8d6a8,suresh.gupta575@gmail.com,Suresh Gupta,36,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgxt000xu6h4670vuanc,Principal Officer,2024-05-05 18:30:00,9496006860,1103 3229 4964,PhD,Urban Planning
cm725dlx8004nu6t460vhs984,sita.devi317@gmail.com,Sita Devi,53,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgxt000xu6h4670vuanc,Associate Officer,2024-05-16 18:30:00,9176578156,9786 4050 6321,MSc,Public Administration
cm725dlxk004ou6t4316l12r1,कुणाल.कुमार344@gmail.com,कुणाल कुमार,51,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgzm000yu6h4ywfzbf9r,Junior Officer,2022-09-23 18:30:00,9251124399,7126 230 4279,PhD,Urban Planning
cm725dly0004pu6t43fpctteu,poonam.yadav645@gmail.com,Poonam Yadav,27,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgzm000yu6h4ywfzbf9r,Associate Officer,2022-04-30 18:30:00,9563322994,996 1101 9427,PhD,Urban Planning
cm725dlyc004qu6t4gizmjthz,amit.raj892@gmail.com,Amit Raj,47,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgzm000yu6h4ywfzbf9r,Executive Officer,2018-02-07 18:30:00,9838342038,4187 3153 7698,BTech,Infrastructure Management
cm725dlyk004ru6t44bel1cdb,vivek.sharma938@gmail.com,Vivek Sharma,47,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgzm000yu6h4ywfzbf9r,Senior Officer,2024-04-01 18:30:00,9534714322,450 4283 9643,MSc,Public Administration
cm725dlz5004su6t4xtexyzgp,vivek.sharma723@gmail.com,Vivek Sharma,47,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgzm000yu6h4ywfzbf9r,Principal Officer,2024-12-13 18:30:00,9118861690,8343 2627 7341,MSc,Public Administration
cm725dlzk004tu6t46drlpsaz,vinod.yadav667@gmail.com,Vinod Yadav,57,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgzm000yu6h4ywfzbf9r,Deputy Officer,2022-10-07 18:30:00,9520998956,2491 6845 4199,MTech,Civil Engineering
cm725dlzs004uu6t480kmwi1i,suresh.verma967@gmail.com,Suresh Verma,36,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgzm000yu6h4ywfzbf9r,Head Officer,2021-07-06 18:30:00,9658845593,9030 3353 9333,BTech,Infrastructure Management
cm725dm04004vu6t4yred1erb,vikram.patel841@gmail.com,Vikram Patel,54,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dh1e000zu6h4sxki18bd,Junior Officer,2024-10-18 18:30:00,9475038304,2553 6871 4509,PhD,Urban Planning
cm725dm0i004wu6t4rsrdb6nc,rakesh.gupta709@gmail.com,Rakesh Gupta,54,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dh1e000zu6h4sxki18bd,Executive Officer,2021-05-05 18:30:00,9612457488,3496 1222 4122,PhD,Urban Planning
cm725dm0s004xu6t4yts513e7,amit.verma743@gmail.com,Amit Verma,38,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dh1e000zu6h4sxki18bd,Principal Officer,2023-09-23 18:30:00,9585796446,5435 149 8486,MSc,Public Administration
cm725dm12004yu6t4zp20of6y,राजेश.मिश्रा634@gmail.com,राजेश मिश्रा,41,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dh1e000zu6h4sxki18bd,Senior Officer,2024-04-19 18:30:00,9205188134,6625 5534 4028,PhD,Urban Planning
cm725dm1c004zu6t4w9wf6hck,sunita.verma829@gmail.com,Sunita Verma,35,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dh1e000zu6h4sxki18bd,Chief Officer,2018-11-19 18:30:00,9801464398,8222 8597 1954,BTech,Environmental Engineering
cm725dm1o0050u6t4v9znvaif,manju.kumari253@gmail.com,Manju Kumari,51,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dh1e000zu6h4sxki18bd,Associate Officer,2020-07-18 18:30:00,9205082305,2953 3137 7361,BTech,Environmental Engineering
cm725dm1z0051u6t4u2ak7ljs,shweta.rani145@gmail.com,Shweta Rani,52,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dh1e000zu6h4sxki18bd,Head Officer,2022-11-21 18:30:00,9505298809,9373 4631 9622,BTech,Environmental Engineering
cm725dm2c0052u6t4belxsbik,laxmi.devi851@gmail.com,Laxmi Devi,55,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dh2l0010u6h4vffjc33n,Executive Officer,2019-07-15 18:30:00,9530180280,7331 8768 9577,BTech,Environmental Engineering
cm725dm2q0053u6t439wa3xgj,sunita.gupta28@gmail.com,Sunita Gupta,57,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dh2l0010u6h4vffjc33n,Junior Officer,2021-03-05 18:30:00,9274056111,4196 6757 6977,MTech,Civil Engineering
cm725dm2y0054u6t4i97ycvft,साक्षी.गुप्ता108@gmail.com,साक्षी गुप्ता,39,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dh2l0010u6h4vffjc33n,Senior Officer,2021-06-04 18:30:00,9527314871,8313 7932 8203,PhD,Urban Planning
cm725dm3a0055u6t4z6qe58hr,ramesh.patel761@gmail.com,Ramesh Patel,30,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dh2l0010u6h4vffjc33n,Deputy Officer,2024-01-30 18:30:00,9433524424,275 5375 4833,BTech,Infrastructure Management
cm725dm3m0056u6t4jokerlhj,मनीष.कुमार161@gmail.com,मनीष कुमार,59,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dh2l0010u6h4vffjc33n,Chief Officer,2020-09-13 18:30:00,9465537578,3705 9549 3621,PhD,Urban Planning
cm725dm3z0057u6t4dpp29etu,पंकज.गुप्ता566@gmail.com,पंकज गुप्ता,33,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dh2l0010u6h4vffjc33n,Assistant Officer,2018-09-12 18:30:00,9658596925,5963 4157 7823,MTech,Civil Engineering
cm725dm470058u6t4un6xdiuu,किरण.शर्मा207@gmail.com,किरण शर्मा,26,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dh2l0010u6h4vffjc33n,Principal Officer,2019-01-25 18:30:00,9478182864,2109 8805 5983,PhD,Urban Planning
cm725dm4j0059u6t4k6tmqp44,rajesh.yadav399@gmail.com,Rajesh Yadav,58,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dh400011u6h42dk827m2,Principal Officer,2022-10-15 18:30:00,9103111640,881 3805 7380,BTech,Environmental Engineering
cm725dm53005au6t4owqtp30k,sanjay.yadav686@gmail.com,Sanjay Yadav,38,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dh400011u6h42dk827m2,Technical Officer,2018-07-23 18:30:00,9722537259,2913 1331 4796,BTech,Environmental Engineering
cm725dm5e005bu6t4skutapic,rahul.sharma692@gmail.com,Rahul Sharma,28,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dh400011u6h42dk827m2,Deputy Officer,2024-08-12 18:30:00,9958122989,6677 1674 3155,BTech,Infrastructure Management
